Id,Date,Species,Block,Street,Trap,TrapType,AddressNumberAndStreet,Latitude,Longitude,NumMosquitos,WnvPresent
14467,2012-08-24,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T906,GRAVID,100XX W OHARE AIRPORT,,,3,0
14468,2012-08-24,CULEX PIPIENS,100,W OHARE AIRPORT,T912,GRAVID,100XX W OHARE AIRPORT,,,2,0
14469,2012-08-24,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T912,GRAVID,100XX W OHARE AIRPORT,,,13,0
14470,2012-08-24,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T913,GRAVID,100XX W OHARE AIRPORT,,,18,0
14471,2012-08-24,CULEX PIPIENS,100,W OHARE AIRPORT,T916,GRAVID,100XX W OHARE AIRPORT,,,43,1
14472,2012-08-24,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T916,GRAVID,100XX W OHARE AIRPORT,,,50,0
14473,2012-08-24,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T916,GRAVID,100XX W OHARE AIRPORT,,,50,1
14474,2012-08-24,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T916,GRAVID,100XX W OHARE AIRPORT,,,9,0
14475,2012-08-24,CULEX RESTUANS,100,W OHARE AIRPORT,T916,GRAVID,100XX W OHARE AIRPORT,,,27,1
14476,2012-08-30,CULEX PIPIENS/RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,5,0
14477,2012-08-30,CULEX PIPIENS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,1,0
14478,2012-08-30,CULEX PIPIENS/RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,11,0
14479,2012-08-30,CULEX RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,8,0
14480,2012-08-30,CULEX PIPIENS/RESTUANS,91,W HIGGINS RD,T009,GRAVID,91XX W HIGGINS RD,41.988586396,-87.854473351,2,0
14481,2012-08-30,CULEX PIPIENS,36,N PITTSBURGH AVE,T011,GRAVID,36XX N PITTSBURGH AVE,41.945961094,-87.832942473,1,0
14482,2012-08-30,CULEX PIPIENS/RESTUANS,36,N PITTSBURGH AVE,T011,GRAVID,36XX N PITTSBURGH AVE,41.945961094,-87.832942473,19,0
14483,2012-08-30,CULEX RESTUANS,36,N PITTSBURGH AVE,T011,GRAVID,36XX N PITTSBURGH AVE,41.945961094,-87.832942473,5,0
14484,2012-08-30,CULEX PIPIENS/RESTUANS,61,N LEMONT AVE,T012,GRAVID,61XX N LEMONT AVE,41.993564362,-87.745420387,3,1
14485,2012-08-30,CULEX RESTUANS,61,N LEMONT AVE,T012,GRAVID,61XX N LEMONT AVE,41.993564362,-87.745420387,1,0
14486,2012-08-30,CULEX PIPIENS/RESTUANS,51,N MONT CLARE AVE,T223,GRAVID,51XX N MONT CLARE AVE,41.974522761,-87.80458947,1,0
14487,2012-08-30,CULEX PIPIENS,71,N HARLEM AVE,T233,GRAVID,71XX N HARLEM AVE,42.010643274,-87.8067973,1,0
14488,2012-08-30,CULEX PIPIENS/RESTUANS,71,N HARLEM AVE,T233,GRAVID,71XX N HARLEM AVE,42.010643274,-87.8067973,10,1
14489,2012-08-30,CULEX TERRITANS,71,N HARLEM AVE,T233,GRAVID,71XX N HARLEM AVE,42.010643274,-87.8067973,1,0
14490,2012-08-30,CULEX PIPIENS/RESTUANS,62,N MCCLELLAN AVE,T236,GRAVID,62XX N MCCLELLAN AVE,41.994966304,-87.77083722,2,0
14491,2012-08-30,CULEX PIPIENS/RESTUANS,6,W MONTROSE DR,T017,GRAVID,6XX W MONTROSE DR,41.962014638,-87.646847726,4,0
14492,2012-08-30,CULEX TERRITANS,12,W GREENLEAF AVE,T018,GRAVID,12XX W GREENLEAF AVE,42.010529289,-87.660845069,1,0
14493,2012-08-30,CULEX PIPIENS/RESTUANS,58,N PULASKI RD,T027,GRAVID,58XX N PULASKI RD,41.986319851,-87.728378456,14,0
14494,2012-08-30,CULEX RESTUANS,58,N PULASKI RD,T027,GRAVID,58XX N PULASKI RD,41.986319851,-87.728378456,3,0
14495,2012-08-30,UNSPECIFIED CULEX,58,N PULASKI RD,T027,GRAVID,58XX N PULASKI RD,41.986319851,-87.728378456,1,0
14496,2012-08-30,CULEX PIPIENS,58,N WESTERN AVE,T028,GRAVID,58XX N WESTERN AVE,41.987244608,-87.68941677,2,0
14497,2012-08-30,CULEX PIPIENS/RESTUANS,58,N WESTERN AVE,T028,GRAVID,58XX N WESTERN AVE,41.987244608,-87.68941677,19,0
14498,2012-08-30,CULEX RESTUANS,58,N WESTERN AVE,T028,GRAVID,58XX N WESTERN AVE,41.987244608,-87.68941677,6,0
14499,2012-08-30,CULEX PIPIENS/RESTUANS,28,N FRANCISCO AVE,T147,GRAVID,28XX N FRANCISCO AVE,41.93279021,-87.700237884,2,0
14500,2012-08-30,CULEX SALINARIUS,28,N FRANCISCO AVE,T147,GRAVID,28XX N FRANCISCO AVE,41.93279021,-87.700237884,1,0
14501,2012-08-30,CULEX PIPIENS/RESTUANS,17,W ADDISON ST,T224,GRAVID,17XX W ADDISON ST,41.947044495,-87.673061053,1,0
14502,2012-08-30,CULEX RESTUANS,17,W ADDISON ST,T224,GRAVID,17XX W ADDISON ST,41.947044495,-87.673061053,6,0
14503,2012-08-30,CULEX PIPIENS/RESTUANS,58,N RIDGE AVE,T231,GRAVID,58XX N RIDGE AVE,41.987880692,-87.666785075,23,0
14504,2012-08-30,CULEX RESTUANS,58,N RIDGE AVE,T231,GRAVID,58XX N RIDGE AVE,41.987880692,-87.666785075,4,0
14505,2012-08-30,CULEX SALINARIUS,58,N RIDGE AVE,T231,GRAVID,58XX N RIDGE AVE,41.987880692,-87.666785075,1,0
14506,2012-08-30,CULEX PIPIENS,61,W FULLERTON AVE,T013,GRAVID,61XX W FULLERTON AVE,41.923887364,-87.778909912,3,0
14507,2012-08-30,CULEX PIPIENS/RESTUANS,61,W FULLERTON AVE,T013,GRAVID,61XX W FULLERTON AVE,41.923887364,-87.778909912,30,0
14508,2012-08-30,CULEX RESTUANS,61,W FULLERTON AVE,T013,GRAVID,61XX W FULLERTON AVE,41.923887364,-87.778909912,2,0
14509,2012-08-30,CULEX PIPIENS/RESTUANS,1,N CENTRAL PARK DR,T030,GRAVID,1XX N CENTRAL PARK DR,41.883771777,-87.716168365,13,0
14510,2012-08-30,CULEX RESTUANS,1,N CENTRAL PARK DR,T030,GRAVID,1XX N CENTRAL PARK DR,41.883771777,-87.716168365,4,0
14511,2012-08-30,CULEX SALINARIUS,1,N CENTRAL PARK DR,T030,GRAVID,1XX N CENTRAL PARK DR,41.883771777,-87.716168365,1,0
14512,2012-08-30,CULEX PIPIENS,5,S CENTRAL AVE,T031,GRAVID,5XX S CENTRAL AVE,41.872872862,-87.764736532,5,0
14513,2012-08-30,CULEX PIPIENS/RESTUANS,5,S CENTRAL AVE,T031,GRAVID,5XX S CENTRAL AVE,41.872872862,-87.764736532,17,0
14514,2012-08-30,CULEX RESTUANS,5,S CENTRAL AVE,T031,GRAVID,5XX S CENTRAL AVE,41.872872862,-87.764736532,4,0
14515,2012-08-30,CULEX PIPIENS,17,N PULASKI RD,T039,GRAVID,17XX N PULASKI RD,41.913567582,-87.726300302,1,0
14516,2012-08-30,CULEX PIPIENS/RESTUANS,70,W ARMITAGE AVE,T151,GRAVID,70XX W ARMITAGE AVE,41.916134719,-87.801092809,14,0
14517,2012-08-30,CULEX RESTUANS,70,W ARMITAGE AVE,T151,GRAVID,70XX W ARMITAGE AVE,41.916134719,-87.801092809,3,0
14518,2012-08-30,CULEX PIPIENS/RESTUANS,25,S MILLARD AVE,T152,GRAVID,25XX S MILLARD AVE,41.845715402,-87.715898597,3,0
14519,2012-08-30,CULEX PIPIENS,48,W MONTANA ST,T222,GRAVID,48XX W MONTANA ST,41.925286783,-87.747459124,1,0
14520,2012-08-30,CULEX PIPIENS/RESTUANS,48,W MONTANA ST,T222,GRAVID,48XX W MONTANA ST,41.925286783,-87.747459124,9,1
14521,2012-08-30,CULEX RESTUANS,48,W MONTANA ST,T222,GRAVID,48XX W MONTANA ST,41.925286783,-87.747459124,3,0
14522,2012-08-30,CULEX PIPIENS,13,N LARAMIE AVE,T230,GRAVID,13XX N LARAMIE AVE,41.904773448,-87.755685753,3,0
14523,2012-08-30,CULEX PIPIENS/RESTUANS,13,N LARAMIE AVE,T230,GRAVID,13XX N LARAMIE AVE,41.904773448,-87.755685753,21,0
14524,2012-08-30,CULEX RESTUANS,13,N LARAMIE AVE,T230,GRAVID,13XX N LARAMIE AVE,41.904773448,-87.755685753,6,0
14525,2012-08-30,CULEX TERRITANS,13,N LARAMIE AVE,T230,GRAVID,13XX N LARAMIE AVE,41.904773448,-87.755685753,1,0
14526,2012-08-30,CULEX PIPIENS,22,W ,T061,GRAVID,22XX W 51ST ST,41.801047857,-87.680424734,1,0
14527,2012-08-30,CULEX PIPIENS/RESTUANS,22,W ,T061,GRAVID,22XX W 51ST ST,41.801047857,-87.680424734,3,0
14528,2012-08-30,CULEX PIPIENS/RESTUANS,35,W ,T062,GRAVID,35XX W 51ST ST,41.800597087,-87.711730345,2,0
14529,2012-08-30,CULEX PIPIENS/RESTUANS,52,W ,T065,GRAVID,52XX W 63RD ST,41.778305156,-87.754366286,3,0
14530,2012-08-30,CULEX RESTUANS,52,W ,T065,GRAVID,52XX W 63RD ST,41.778305156,-87.754366286,1,0
14531,2012-08-30,CULEX PIPIENS,52,S KOLMAR AVE,T114,GRAVID,52XX S KOLMAR AVE,41.798210726,-87.736924963,5,0
14532,2012-08-30,CULEX PIPIENS/RESTUANS,52,S KOLMAR AVE,T114,GRAVID,52XX S KOLMAR AVE,41.798210726,-87.736924963,22,0
14533,2012-08-30,CULEX PIPIENS/RESTUANS,52,S KOLMAR AVE,T114,GRAVID,52XX S KOLMAR AVE,41.798210726,-87.736924963,32,0
14534,2012-08-30,CULEX PIPIENS/RESTUANS,63,W ,T155,GRAVID,63XX W 64TH ST,41.776005392,-87.779407668,2,0
14535,2012-08-30,CULEX PIPIENS/RESTUANS,82,S KOSTNER AVE,T225,GRAVID,82XX S KOSTNER AVE,41.742670478,-87.731550059,2,0
14536,2012-08-30,CULEX PIPIENS/RESTUANS,42,W ,T235,GRAVID,42XX W 65TH ST,41.774841115,-87.728005819,12,0
14537,2012-08-30,CULEX PIPIENS,51,W ,T065A,GRAVID,51XX W 63RD PL,41.777343144,-87.749665532,1,0
14538,2012-08-31,CULEX PIPIENS,5,W ,T035,GRAVID,5XX W 72ND ST,41.763370922,-87.637872614,1,0
14539,2012-08-31,CULEX PIPIENS/RESTUANS,5,W ,T035,GRAVID,5XX W 72ND ST,41.763370922,-87.637872614,2,0
14540,2012-08-31,CULEX RESTUANS,5,W ,T035,GRAVID,5XX W 72ND ST,41.763370922,-87.637872614,1,0
14541,2012-08-31,CULEX PIPIENS/RESTUANS,81,S ASHLAND,T068,GRAVID,81XX S ASHLAND,,,2,0
14542,2012-08-31,CULEX PIPIENS,10,E ,T073,GRAVID,10XX E 67TH ST,41.773085401,-87.600167559,1,0
14543,2012-08-31,CULEX PIPIENS/RESTUANS,10,E ,T073,GRAVID,10XX E 67TH ST,41.773085401,-87.600167559,3,0
14544,2012-08-31,CULEX PIPIENS/RESTUANS,64,S STONY ISLAND AVE,T077,GRAVID,64XX S STONY ISLAND AVE,41.778128858,-87.586245035,2,0
14545,2012-08-31,CULEX PIPIENS/RESTUANS,71,S SOUTH SHORE DR,T079,GRAVID,71XX S SOUTH SHORE DR,41.765752525,-87.562465208,1,0
14546,2012-08-31,CULEX TERRITANS,71,S SOUTH SHORE DR,T079,GRAVID,71XX S SOUTH SHORE DR,41.765752525,-87.562465208,1,0
14547,2012-08-31,CULEX PIPIENS,77,S EBERHART AVE,T080,GRAVID,77XX S EBERHART AVE,41.754148414,-87.612721023,1,0
14548,2012-08-31,CULEX PIPIENS/RESTUANS,50,S UNION AVE,T082,GRAVID,50XX S UNION AVE,41.802359309,-87.643075919,5,0
14549,2012-08-31,CULEX PIPIENS,79,S CHICAGO,T083,GRAVID,79XX S CHICAGO,,,2,0
14550,2012-08-31,CULEX PIPIENS/RESTUANS,79,S CHICAGO,T083,GRAVID,79XX S CHICAGO,,,2,0
14551,2012-08-31,CULEX PIPIENS,22,W PERSHING RD,T060,GRAVID,22XX W PERSHING RD,41.823127706,-87.682529037,3,0
14552,2012-08-31,CULEX PIPIENS/RESTUANS,22,W PERSHING RD,T060,GRAVID,22XX W PERSHING RD,41.823127706,-87.682529037,3,0
14553,2012-08-31,CULEX PIPIENS,119,S ASHLAND AVE,T090,GRAVID,119XX S ASHLAND AVE,41.676887316,-87.661221926,1,0
14554,2012-08-31,CULEX PIPIENS/RESTUANS,119,S ASHLAND AVE,T090,GRAVID,119XX S ASHLAND AVE,41.676887316,-87.661221926,1,0
14555,2012-08-31,CULEX PIPIENS/RESTUANS,17,W ,T094,GRAVID,17XX W 95TH ST,41.7212875,-87.665235702,2,0
14556,2012-08-31,CULEX RESTUANS,17,W ,T094,GRAVID,17XX W 95TH ST,41.7212875,-87.665235702,1,0
14557,2012-08-31,CULEX PIPIENS/RESTUANS,3,W ,T095,GRAVID,3XX W 104TH ST,41.705327644,-87.632955365,3,0
14558,2012-08-31,CULEX RESTUANS,3,W ,T095,GRAVID,3XX W 104TH ST,41.705327644,-87.632955365,1,0
14559,2012-08-31,CULEX PIPIENS/RESTUANS,35,W ,T158,GRAVID,35XX W 116TH ST,41.682180403,-87.710091651,2,0
14560,2012-08-31,CULEX PIPIENS/RESTUANS,89,S CARPENTER ST,T159,GRAVID,89XX S CARPENTER ST,41.731446858,-87.649722253,4,0
14561,2012-08-31,CULEX PIPIENS/RESTUANS,6,E ,T227,GRAVID,6XX E 91ST PL,41.728490034,-87.608524308,3,0
14562,2012-08-31,CULEX PIPIENS,89,S MUSKEGON AVE,T099,GRAVID,89XX S MUSKEGON AVE,41.73318788,-87.55562869,1,0
14563,2012-08-31,CULEX PIPIENS/RESTUANS,89,S MUSKEGON AVE,T099,GRAVID,89XX S MUSKEGON AVE,41.73318788,-87.55562869,1,0
14564,2012-08-31,CULEX PIPIENS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,1,0
14565,2012-08-31,CULEX PIPIENS/RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,1,0
14566,2012-08-31,CULEX PIPIENS,24,E ,T128,GRAVID,24XX E 105TH ST,41.704687214,-87.564235562,2,0
14567,2012-08-31,CULEX PIPIENS/RESTUANS,24,E ,T128,GRAVID,24XX E 105TH ST,41.704687214,-87.564235562,32,0
14568,2012-08-31,CULEX RESTUANS,24,E ,T128,GRAVID,24XX E 105TH ST,41.704687214,-87.564235562,4,1
14569,2012-08-31,CULEX RESTUANS,131,S TORRENCE AVE,T200,GRAVID,131XX S TORRENCE AVE,41.656676999,-87.559440719,1,0
14570,2012-08-31,CULEX PIPIENS/RESTUANS,131,S BRANDON AVE,T209,GRAVID,131XX S BRANDON AVE,41.657068876,-87.546048865,10,0
14571,2012-08-31,CULEX RESTUANS,131,S BRANDON AVE,T209,GRAVID,131XX S BRANDON AVE,41.657068876,-87.546048865,2,0
14572,2012-08-31,CULEX RESTUANS,37,E ,T212,GRAVID,37XX E 118TH ST,41.681034931,-87.533436467,1,0
14573,2012-08-31,UNSPECIFIED CULEX,37,E ,T212,GRAVID,37XX E 118TH ST,41.681034931,-87.533436467,1,0
14574,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T900,GRAVID,100XX W OHARE AIRPORT,,,32,0
14575,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T901,GRAVID,100XX W OHARE AIRPORT,,,3,0
14576,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE,T903,GRAVID,100XX W OHARE,,,50,0
14577,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE,T903,GRAVID,100XX W OHARE,,,30,0
14578,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T905,GRAVID,100XX W OHARE AIRPORT,,,5,0
14579,2012-08-31,CULEX RESTUANS,100,W OHARE AIRPORT,T905,GRAVID,100XX W OHARE AIRPORT,,,2,0
14580,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T912,GRAVID,100XX W OHARE AIRPORT,,,50,0
14581,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T912,GRAVID,100XX W OHARE AIRPORT,,,19,0
14582,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T913,GRAVID,100XX W OHARE AIRPORT,,,22,0
14583,2012-08-31,CULEX PIPIENS,100,W OHARE AIRPORT,T916,GRAVID,100XX W OHARE AIRPORT,,,8,0
14584,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T916,GRAVID,100XX W OHARE AIRPORT,,,50,0
14585,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T916,GRAVID,100XX W OHARE AIRPORT,,,50,0
14586,2012-08-31,CULEX PIPIENS/RESTUANS,100,W OHARE AIRPORT,T916,GRAVID,100XX W OHARE AIRPORT,,,46,0
14587,2012-08-31,CULEX PIPIENS,100,W OHARE AIRPORT,T912,GRAVID,100XX W OHARE AIRPORT,,,2,0
14588,2012-08-31,CULEX PIPIENS,25,W GRAND AVE,T046,GRAVID,25XX W GRAND AVE,41.892219983,-87.691697729,2,0
14589,2012-08-31,CULEX PIPIENS/RESTUANS,25,W GRAND AVE,T046,GRAVID,25XX W GRAND AVE,41.892219983,-87.691697729,3,0
14590,2012-08-31,CULEX PIPIENS/RESTUANS,11,S CALIFORNIA AVE,T047,GRAVID,11XX S CALIFORNIA AVE,41.867599254,-87.695785443,1,0
14591,2012-08-31,CULEX RESTUANS,11,S CALIFORNIA AVE,T047,GRAVID,11XX S CALIFORNIA AVE,41.867599254,-87.695785443,3,0
14592,2012-08-31,CULEX PIPIENS,11,W ROOSEVELT RD,T048,GRAVID,11XX W ROOSEVELT RD,41.866915182,-87.654918844,2,0
14593,2012-08-31,CULEX PIPIENS/RESTUANS,11,W ROOSEVELT RD,T048,GRAVID,11XX W ROOSEVELT RD,41.866915182,-87.654918844,4,0
14594,2012-08-31,CULEX RESTUANS,11,W ROOSEVELT RD,T048,GRAVID,11XX W ROOSEVELT RD,41.866915182,-87.654918844,1,0
14595,2012-08-31,CULEX PIPIENS,22,N CANNON DR,T054A,GRAVID,22XX N CANNON DR,41.922736649,-87.632449967,1,0
14596,2012-08-31,CULEX PIPIENS/RESTUANS,22,N CANNON DR,T054A,GRAVID,22XX N CANNON DR,41.922736649,-87.632449967,6,0
14597,2012-08-31,CULEX SALINARIUS,22,N CANNON DR,T054A,GRAVID,22XX N CANNON DR,41.922736649,-87.632449967,1,0
14598,2012-08-31,CULEX TERRITANS,22,N CANNON DR,T054A,GRAVID,22XX N CANNON DR,41.922736649,-87.632449967,1,0
14599,2012-08-31,CULEX PIPIENS/RESTUANS,45,N CAMPBELL AVE,T220,GRAVID,45XX N CAMPBELL AVE,41.964405454,-87.691370391,5,0
14600,2012-09-10,CULEX PIPIENS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,32,0
14601,2012-09-10,CULEX PIPIENS/RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,47,0
14602,2012-09-10,CULEX PIPIENS/RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,50,0
14603,2012-09-10,CULEX RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,17,0
14604,2012-09-10,CULEX PIPIENS,46,N MILWAUKEE AVE,T003,GRAVID,46XX N MILWAUKEE AVE,41.965374859,-87.758411715,3,0
14605,2012-09-10,CULEX PIPIENS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,2,0
14606,2012-09-10,CULEX PIPIENS/RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,11,0
14607,2012-09-10,CULEX PIPIENS/RESTUANS,91,W HIGGINS RD,T009,GRAVID,91XX W HIGGINS RD,41.988586396,-87.854473351,1,0
14608,2012-09-10,CULEX PIPIENS,36,N PITTSBURGH AVE,T011,GRAVID,36XX N PITTSBURGH AVE,41.945961094,-87.832942473,7,0
14609,2012-09-10,CULEX PIPIENS/RESTUANS,36,N PITTSBURGH AVE,T011,GRAVID,36XX N PITTSBURGH AVE,41.945961094,-87.832942473,3,0
14610,2012-09-10,CULEX PIPIENS,51,N MONT CLARE AVE,T223,GRAVID,51XX N MONT CLARE AVE,41.974522761,-87.80458947,1,0
14611,2012-09-10,CULEX PIPIENS/RESTUANS,51,N MONT CLARE AVE,T223,GRAVID,51XX N MONT CLARE AVE,41.974522761,-87.80458947,11,0
14612,2012-09-10,CULEX PIPIENS,71,N HARLEM AVE,T233,GRAVID,71XX N HARLEM AVE,42.010643274,-87.8067973,4,0
14613,2012-09-10,CULEX PIPIENS/RESTUANS,71,N HARLEM AVE,T233,GRAVID,71XX N HARLEM AVE,42.010643274,-87.8067973,9,0
14614,2012-09-10,CULEX PIPIENS/RESTUANS,62,N MCCLELLAN AVE,T236,GRAVID,62XX N MCCLELLAN AVE,41.994966304,-87.77083722,2,0
14615,2012-09-10,CULEX PIPIENS/RESTUANS,6,W MONTROSE DR,T017,GRAVID,6XX W MONTROSE DR,41.962014638,-87.646847726,5,0
14616,2012-09-10,CULEX PIPIENS,58,N PULASKI RD,T027,GRAVID,58XX N PULASKI RD,41.986319851,-87.728378456,8,0
14617,2012-09-10,CULEX PIPIENS/RESTUANS,58,N PULASKI RD,T027,GRAVID,58XX N PULASKI RD,41.986319851,-87.728378456,2,0
14618,2012-09-10,CULEX PIPIENS,58,N WESTERN AVE,T028,GRAVID,58XX N WESTERN AVE,41.987244608,-87.68941677,3,0
14619,2012-09-10,CULEX PIPIENS/RESTUANS,58,N WESTERN AVE,T028,GRAVID,58XX N WESTERN AVE,41.987244608,-87.68941677,8,0
14620,2012-09-10,CULEX PIPIENS,28,N FRANCISCO AVE,T147,GRAVID,28XX N FRANCISCO AVE,41.93279021,-87.700237884,2,0
14621,2012-09-10,CULEX PIPIENS/RESTUANS,28,N FRANCISCO AVE,T147,GRAVID,28XX N FRANCISCO AVE,41.93279021,-87.700237884,3,0
14622,2012-09-10,CULEX PIPIENS/RESTUANS,45,N CAMPBELL AVE,T220,GRAVID,45XX N CAMPBELL AVE,41.964405454,-87.691370391,1,0
14623,2012-09-10,CULEX PIPIENS,58,N RIDGE AVE,T231,GRAVID,58XX N RIDGE AVE,41.987880692,-87.666785075,6,0
14624,2012-09-10,CULEX PIPIENS/RESTUANS,58,N RIDGE AVE,T231,GRAVID,58XX N RIDGE AVE,41.987880692,-87.666785075,4,0
14625,2012-09-10,CULEX PIPIENS/RESTUANS,61,W FULLERTON AVE,T013,GRAVID,61XX W FULLERTON AVE,41.923887364,-87.778909912,22,0
14626,2012-09-10,CULEX PIPIENS/RESTUANS,61,W FULLERTON AVE,T013,GRAVID,61XX W FULLERTON AVE,41.923887364,-87.778909912,49,0
14627,2012-09-10,CULEX PIPIENS/RESTUANS,1,N CENTRAL PARK DR,T030,GRAVID,1XX N CENTRAL PARK DR,41.883771777,-87.716168365,33,0
14628,2012-09-10,CULEX RESTUANS,1,N CENTRAL PARK DR,T030,GRAVID,1XX N CENTRAL PARK DR,41.883771777,-87.716168365,2,0
14629,2012-09-10,CULEX PIPIENS/RESTUANS,5,S CENTRAL AVE,T031,GRAVID,5XX S CENTRAL AVE,41.872872862,-87.764736532,22,0
14630,2012-09-10,CULEX RESTUANS,5,S CENTRAL AVE,T031,GRAVID,5XX S CENTRAL AVE,41.872872862,-87.764736532,2,0
14631,2012-09-10,CULEX PIPIENS/RESTUANS,14,N HUMBOLDT DR,T033,GRAVID,14XX N HUMBOLDT DR,41.907284873,-87.701394637,2,0
14632,2012-09-10,CULEX PIPIENS/RESTUANS,17,N PULASKI RD,T039,GRAVID,17XX N PULASKI RD,41.913567582,-87.726300302,5,0
14633,2012-09-10,CULEX PIPIENS/RESTUANS,70,W ARMITAGE AVE,T151,GRAVID,70XX W ARMITAGE AVE,41.916134719,-87.801092809,34,0
14634,2012-09-10,CULEX RESTUANS,70,W ARMITAGE AVE,T151,GRAVID,70XX W ARMITAGE AVE,41.916134719,-87.801092809,3,0
14635,2012-09-10,CULEX PIPIENS/RESTUANS,25,S MILLARD AVE,T152,GRAVID,25XX S MILLARD AVE,41.845715402,-87.715898597,35,0
14636,2012-09-10,CULEX PIPIENS/RESTUANS,48,W MONTANA ST,T222,GRAVID,48XX W MONTANA ST,41.925286783,-87.747459124,3,0
14637,2012-09-10,CULEX PIPIENS,13,N LARAMIE AVE,T230,GRAVID,13XX N LARAMIE AVE,41.904773448,-87.755685753,2,0
14638,2012-09-10,CULEX PIPIENS/RESTUANS,13,N LARAMIE AVE,T230,GRAVID,13XX N LARAMIE AVE,41.904773448,-87.755685753,35,0
14639,2012-09-10,CULEX PIPIENS/RESTUANS,25,W GRAND AVE,T046,GRAVID,25XX W GRAND AVE,41.892219983,-87.691697729,1,1
14640,2012-09-10,CULEX PIPIENS/RESTUANS,11,S CALIFORNIA AVE,T047,GRAVID,11XX S CALIFORNIA AVE,41.867599254,-87.695785443,7,0
14641,2012-09-10,CULEX PIPIENS/RESTUANS,11,W ROOSEVELT RD,T048,GRAVID,11XX W ROOSEVELT RD,41.866915182,-87.654918844,3,0
14642,2012-09-10,CULEX RESTUANS,11,W ROOSEVELT RD,T048,GRAVID,11XX W ROOSEVELT RD,41.866915182,-87.654918844,4,0
14643,2012-09-10,CULEX PIPIENS/RESTUANS,11,W CHICAGO AVE,T049,GRAVID,11XX W CHICAGO AVE,41.896131093,-87.656762124,1,0
14644,2012-09-10,CULEX PIPIENS/RESTUANS,22,N CANNON DR,T054B,GRAVID,22XX N CANNON DR,41.9220638,-87.63223306,1,0
14645,2012-09-10,CULEX PIPIENS/RESTUANS,17,N ASHLAND AVE,T232,GRAVID,17XX N ASHLAND AVE,41.913051863,-87.667905236,2,0
14646,2012-09-10,CULEX PIPIENS/RESTUANS,22,W ,T061,GRAVID,22XX W 51ST ST,41.801047857,-87.680424734,5,0
14647,2012-09-10,CULEX RESTUANS,22,W ,T061,GRAVID,22XX W 51ST ST,41.801047857,-87.680424734,4,0
14648,2012-09-10,CULEX PIPIENS/RESTUANS,35,W ,T062,GRAVID,35XX W 51ST ST,41.800597087,-87.711730345,6,0
14649,2012-09-10,CULEX PIPIENS,37,S PULASKI RD,T063,GRAVID,37XX S PULASKI RD,41.825398256,-87.723962137,3,0
14650,2012-09-10,CULEX PIPIENS/RESTUANS,37,S PULASKI RD,T063,GRAVID,37XX S PULASKI RD,41.825398256,-87.723962137,6,0
14651,2012-09-10,CULEX RESTUANS,37,S PULASKI RD,T063,GRAVID,37XX S PULASKI RD,41.825398256,-87.723962137,2,0
14652,2012-09-10,CULEX PIPIENS,67,S KEDZIE AVE,T066,GRAVID,67XX S KEDZIE AVE,41.771198588,-87.703106608,3,0
14653,2012-09-10,CULEX PIPIENS/RESTUANS,67,S KEDZIE AVE,T066,GRAVID,67XX S KEDZIE AVE,41.771198588,-87.703106608,12,0
